order_id,order_date,origin_port,carrier,tpt,service_level,ship_ahead_day_count,ship_late_day_count,customer,product_id,plant_code,destination_port,unit_quantity,weight
1.4473063287e9,2013-05-26,PORT04,V444_1,1,DTD,0,0,V5555555_22,1683634,PLANT03,PORT09,659,6.687872360669659
1.4472057037e9,2013-05-26,PORT04,V444_1,1,DTD,0,0,V5555555_22,1672651,PLANT03,PORT09,410,1.7122070742893214
1.4471913867e9,2013-05-26,PORT04,V444_1,1,DTD,5,0,V55555555555555_8,1688294,PLANT03,PORT09,372,5.722329559174632
1.4472668457e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V55555_26,1666295,PLANT03,PORT09,432,1.8117786058347725
1.4473734607e9,2013-05-26,PORT04,V44_3,2,CRF,3,0,V55555_2,1685214,PLANT03,PORT09,341,0.255
1.4472193927e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V55555_4,1672091,PLANT03,PORT09,301,1.7050674607889913
1.4472094327e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V5555555_12,1683197,PLANT03,PORT09,326,0.5215904464649206
1.4472252787e9,2013-05-26,PORT04,V444_0,2,DTP,0,0,V5555_33,1688633,PLANT03,PORT09,309,0.09278430745644486
1.4473404887e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555555_5,1697072,PLANT03,PORT09,326,0.15455319278298807
1.4471371637e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V55555555_5,1696074,PLANT03,PORT09,353,0.8879148421617342
1.4472193437e9,2013-05-26,PORT04,V44_3,2,CRF,3,0,V55555_2,1696748,PLANT03,PORT09,291,0.07170106347502034
1.4471824617e9,2013-05-26,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699368,PLANT03,PORT09,5066,5.791566273442623
1.4473205847e9,2013-05-26,PORT04,V44_3,0,CRF,3,0,V55555555_32,1699834,PLANT03,PORT09,5049,6.436601837117648
1.4471967947e9,2013-05-26,PORT04,V444_0,2,DTP,3,0,V555555_6,1660578,PLANT03,PORT09,439,18.1
1.4471997137e9,2013-05-26,PORT04,V444_0,2,DTP,5,0,V55555555_7,1680915,PLANT03,PORT09,275,0.6817083508421182
